code,constituency,region,usual_residents,male_no,male_per,female_no,female_per,livinginhousehold_no,livinginhousehold_per,livingcommunally_no,livingcommunally_per,density,age0to4,age0to4_per,age5to7,age5to7_per,age8to9,age8to9_per,age10to14,age10to14_per,age15,age15_per,age16to17,age16to17_per,age18to19,age18to19_per,age20to24,age20to24_per,age25to29,age25to29_per,age30to44,age30to44_per,age45to59,age45to59_per,age60to64,age60to64_per,age65to74,age65to74_per,age75to84,age75to84_per,age85to89,age85to89_per,age90andover,age90andover_per,meanage,medianage,noqualifications,level1qualifications,level2qualifications,apprenticeship,level3qualifications,level4qualificationsandabove,otherqualifications,ab,c1,c2,de,birth_uk_no,birth_uk_per,birth_ireland_no,birth_ireland_per,birth_eu_no,birth_eu_per,birth_noneuno,birth_noneu_per,ethn_white_no,ethn_white_pre,ethn_mixed_no,ethn_mixed_pre,ethn_asian_no,ethn_asian_per,ethn_black_no,ethn_black_pre,ethn_other_no,ethn_other_pre,religion_total_no,religion_total_per,christian_no,christian_per,buddhist_no,buddhist_per,hindu_no,hindu_per,jewish_no,jewish_per,muslim_no,muslin_per,sikh_no,sikh_per,other_rel_no,other_rel_per,no_rel_no,no_rel_per,rel_dk_no,rel_dk_per,mainlang_english,notenglish_speakverywell,notenglish_speakwell,notenglish_speakwell_vwell,notenglish_notspeakwell,notenglish_notspeak,mar_single_no,mar_single_per,mar_married_no,mar_married_per,mar_civilpartnership_no,mar_civilpartnership_per,mar_separated_no,mar_separated_per,mar_divorced,mar_divorced_per,mar_widowed_no,mar_widowed_per,livingincouple_no,livingincouple_per,livingalone_no,livingalone_per,verygoodhealth,goodhealth,fairhealth,badhealth,verybadhealth,disabilitybenefit_anydisabling,incomesupport_peopleclaimingb,incomesupport_averageweeklypa,jsa_total,total_esa,incapacity_peopleclaimingbenef,incapacity_averageweeklypaymen,uc_notinemploymentmarch17,uc_inemploymentmarch17,uc_totalmarch17,housingbenefit_meanofweeklya,housingbenefitclaimantsnov1,agricultureforestryfishing,miningquarryingutilitiesb,manufacturingc_per,constructionf_per,motortradespartg_per,wholesalepartg_per,retailpartg_per,transportstorageincpostal,accommodationfoodservicesi,informationcommunicationj_,financialinsurancek_per,propertyl_per,professionalscientifictechn,businessadministrationsuppor,publicadministrationdefence,educationp_per,healthq_per,artsentertainmentrecreation,totalemployees,employees_pub,employees_priv,numberofjobs,medianannualgrosspay,annualpercentagechangemedia,meanannualgrosspay,annualpercentagechangemean,cmdi,cmdid
E14000610,Burton,West Midlands,102731,51130,49.799999,51601,50.200001,100754,98.099998,1977,1.9,4.1999998,6547,6.4000001,3605,3.5,2375,2.3,5967,5.8000002,1354,1.3,2754,2.7,2436,2.4000001,6357,6.1999998,6887,6.6999998,21000,20.4,20668,20.1,6088,5.9000001,8977,8.6999998,5681,5.5,1366,1.3,669,0.69999999,39.299999,39,21056,12011,13413,3510,9662,18268,4963,5845,8158,7184,10506,93267,90.800003,358,0.30000001,3963,3.9000001,5143,5,92105,89.699997,1522,1.5,7734,7.5,1000,1,370,0.40000001,72883,70.900002,64856,63.099998,273,0.30000001,307,0.30000001,39,0,6745,6.5999999,323,0.30000001,340,0.30000001,23068,22.5,6780,6.5999999,92104,1788,2857,,1648,307,26176,31.6,40475,48.799999,145,0.2,2164,2.5999999,7880,9.5,6043,7.3000002,49561,61.200001,31407,38.799999,46711,36854,13982,4050,1134,3730,920,72.029999,400,3730,190,87.910004,292,203,497,82.089996,6103,0.1,1.1,14.3,4.5,1.6,6.3000002,8,6.3000002,5.4000001,1.3,1.3,1.1,7.0999999,10.7,2.7,7.0999999,16.1,4.5,55951,9243,46708,35000,19614,0.40000001,23238,-4.6999998,16958.818,5.6777115
E14000611,Bury North,North West,87218,42911,49.200001,44307,50.799999,85965,98.599998,1253,1.4,17.200001,5425,6.1999998,3115,3.5999999,2064,2.4000001,5363,6.0999999,1088,1.2,2322,2.7,2038,2.3,5008,5.6999998,5364,6.1999998,17730,20.299999,17696,20.299999,5778,6.5999999,7917,9.1000004,4586,5.3000002,1143,1.3,581,0.69999999,39.599998,40,15802,9538,11932,2540,8685,18301,3365,5829,8770,5573,7295,79903,91.599998,610,0.69999999,1628,1.9,5077,5.8000002,76835,88.099998,1442,1.7,7820,9,703,0.80000001,418,0.5,66084,75.800003,57947,66.400002,175,0.2,228,0.30000001,332,0.40000001,7135,8.1999998,64,0.1,203,0.2,16071,18.4,5063,5.8000002,79483,1507,1746,,1031,185,22324,31.799999,33919,48.299999,77,0.1,2043,2.9000001,6781,9.6999998,5019,7.1999998,41313,59.900002,27694,40.099998,40959,29395,11936,3889,1039,4170,810,69.32,790,3660,110,85.029999,797,423,1224,76.629997,5536,0.1,0.80000001,10.9,4.0999999,2.2,3.4000001,13.7,2.7,6.8000002,3.4000001,1.4,1.9,5.5,6.0999999,4.8000002,10.9,19.1,4.0999999,36610,7857,28753,27000,24352,-6.5,27449,-3.5999999,17200.449,5.7256885
E14000612,Bury South,North West,97842,47677,48.700001,50165,51.299999,97060,99.199997,782,0.80000001,20.1,6810,7,3760,3.8,2169,2.2,5998,6.0999999,1333,1.4,2505,2.5999999,2259,2.3,5680,5.8000002,6258,6.4000001,20247,20.700001,19576,20,5934,6.0999999,8375,8.6000004,5037,5.0999999,1254,1.3,647,0.69999999,38.900002,39,17575,11285,13476,2695,9532,19688,3521,6607,10200,6050,8052,89042,91,1191,1.2,2270,2.3,5339,5.5,88197,90.099998,1923,2,5587,5.6999998,1190,1.2,945,1,73526,75.099998,58089,59.400002,278,0.30000001,589,0.60000002,9970,10.2,4144,4.1999998,237,0.2,219,0.2,18310,18.700001,6006,6.0999999,89582,1731,1507,,794,134,26371,33.900002,36169,46.5,176,0.2,2280,2.9000001,7222,9.3000002,5554,7.0999999,44631,58,32361,42,46169,32239,13494,4650,1290,5070,980,73.160004,790,4380,170,85.75,850,498,1346,79.790001,6603,0.1,1.3,10.8,3.5999999,1.1,6.3000002,12.6,2.5,5.4000001,2.5,0.89999998,1.6,10.8,5.4000001,1.3,10.8,21.6,3.5999999,27725,6487,21238,37000,23253,1.2,25713,1,15252.27,5.1338491
E14000613,Bury St Edmunds,East,113678,56479,49.700001,57199,50.299999,111212,97.800003,2466,2.2,2.3,6730,5.9000001,3718,3.3,2368,2.0999999,6498,5.6999998,1335,1.2,2786,2.5,2375,2.0999999,6528,5.6999998,7210,6.3000002,21905,19.299999,22520,19.799999,7732,6.8000002,11489,10.1,7300,6.4000001,2048,1.8,1136,1,41.299999,42,19853,12964,15734,3736,11728,24577,4437,7930,10507,7700,7445,105415,92.699997,455,0.40000001,3147,2.8,4661,4.0999999,110007,96.800003,1382,1.2,1472,1.3,599,0.5,218,0.2,72822,64.099998,71424,62.799999,297,0.30000001,209,0.2,96,0.1,382,0.30000001,37,0,377,0.30000001,32187,28.299999,8669,7.5999999,106774,1270,1030,,412,64,26372,28.299999,48650,52.299999,175,0.2,2324,2.5,8744,9.3999996,6764,7.3000002,58796,64.900002,31814,35.099998,54823,40034,14317,3567,937,3250,680,72.790001,450,2700,120,87.599998,218,168,387,89.379997,5469,0.1,1.1,9.6999998,4.8000002,2.8,4,9.6999998,4,5.5999999,2,1.3,2,4.8000002,19.299999,3.2,6.4000001,16.1,4,62168,11027,51141,44000,22931,-1.1,26383,-0.5,21488.32,6.997282
W07000076,Caerphilly,Wales,86980,42570,48.900002,44410,51.099998,86586,99.5,394,0.5,7.5999999,5782,6.5999999,3172,3.5999999,2071,2.4000001,5407,6.1999998,1098,1.3,2269,2.5999999,2062,2.4000001,5191,6,5549,6.4000001,17684,20.299999,17340,19.9,5595,6.4000001,7908,9.1000004,4391,5,1002,1.2,459,0.5,39,39,20357,10003,11501,2769,8006,14283,2531,4253,7920,6115,8403,84593,97.300003,223,0.30000001,937,1.1,1227,1.4,85329,98.099998,631,0.69999999,785,0.89999998,137,0.2,98,0.1,45445,52.200001,44547,51.200001,137,0.2,121,0.1,42,0,216,0.2,69,0.1,313,0.40000001,35047,40.299999,6488,7.5,82618,324,336,,169,44,22434,32.299999,33491,48.200001,126,0.2,1479,2.0999999,6914,10,5006,7.1999998,41801,60.5,27261,39.5,39814,26059,13274,5990,1843,7070,1320,74.330002,1090,5000,330,85.839996,442,286,727,77.849998,6853,0.1,4.3000002,15.5,4.3000002,1.7,1.7,10.3,2.0999999,4.3000002,0.80000001,1.7,0.69999999,6.9000001,10.3,7.6999998,10.3,15.5,2.7,29098,7290,21808,33000,22123,6.5,25205,10.3,822.02893,4.7627501
E14000614,Calder Valley,Yorkshire and The Humber,102961,50063,48.599998,52898,51.400002,102158,99.199997,803,0.80000001,3.3,5829,5.6999998,3493,3.4000001,2172,2.0999999,6207,6,1315,1.3,2454,2.4000001,2225,2.2,5155,5,5115,5,21129,20.5,23175,22.5,7471,7.3000002,9441,9.1999998,5477,5.3000002,1505,1.5,798,0.80000001,41,42,17366,10795,13375,4089,10395,25135,2790,8624,10724,7322,7474,98911,96.099998,655,0.60000002,1308,1.3,2087,2,99398,96.5,1287,1.2,1800,1.7,338,0.30000001,138,0.1,63255,61.400002,60751,59,379,0.40000001,136,0.1,93,0.1,1228,1.2,148,0.1,520,0.5,31879,31,7827,7.5999999,98029,618,529,,291,59,25917,30.9,40122,47.799999,323,0.40000001,2410,2.9000001,9047,10.8,6126,7.3000002,51415,61.799999,31788,38.200001,49272,34555,13763,4210,1161,3970,870,73.019997,590,3920,110,87.559998,382,237,620,79.720001,6648,0,0.5,18,5,1.6,5,5,2,6,1,1.2,1,5,30.1,0.60000002,8,6,3.5,49909,4186,45723,38000,23126,9.1999998,26335,5.1999998,16851.02,5.7186208
E14000615,Camberwell & Peckham,London,125226,61070,48.799999,64156,51.200001,123807,98.900002,1419,1.1,109.9,10289,8.1999998,4898,3.9000001,2896,2.3,7001,5.5999999,1566,1.3,2738,2.2,3028,2.4000001,10234,8.1999998,12960,10.3,34448,27.5,21480,17.200001,3939,3.0999999,5374,4.3000002,3212,2.5999999,775,0.60000002,388,0.30000001,33.400002,32,18033,10692,11592,1173,10280,37069,9737,9748,14444,6953,12355,74079,59.200001,1932,1.5,9339,7.5,39876,31.799999,56154,44.799999,8315,6.5999999,9528,7.5999999,46810,37.400002,4419,3.5,84468,67.5,68522,54.700001,1639,1.3,837,0.69999999,283,0.2,12358,9.8999996,221,0.2,608,0.5,29731,23.700001,11027,8.8000002,95769,10214,8422,,3778,630,51340,52.099998,28837,29.299999,814,0.80000001,5191,5.3000002,8468,8.6000004,3926,4,38240,39.299999,58947,60.700001,64895,39674,14009,4920,1728,5370,2170,67.639999,2150,5730,230,87.900002,1964,986,2952,117.34,16473,0,0.1,2.3,2,0.80000001,3,11.5,8.1999998,7.4000001,2.5999999,1.2,1.6,4.0999999,6.5999999,4.0999999,14.8,26.299999,4.9000001,30386,9482,20904,38000,26743,5,29853,5.0999999,7721.2808,2.8571303
E14000616,Camborne & Redruth,South West,85436,41469,48.5,43967,51.5,83550,97.800003,1886,2.2,3.0999999,4795,5.5999999,2660,3.0999999,1671,2,4893,5.6999998,993,1.2,1944,2.3,2687,3.0999999,4753,5.5999999,4210,4.9000001,15648,18.299999,17277,20.200001,6499,7.5999999,9571,11.2,5680,6.5999999,1434,1.7,721,0.80000001,42.099998,43,17023,9395,12139,3346,9740,15653,3128,3940,6793,6833,7214,81883,95.800003,238,0.30000001,1545,1.8,1770,2.0999999,83966,98.300003,671,0.80000001,561,0.69999999,118,0.1,120,0.1,50732,59.400002,49642,58.099998,229,0.30000001,68,0.1,49,0.1,160,0.2,37,0,547,0.60000002,27462,32.099998,7242,8.5,81119,569,469,,367,78,20907,29.700001,34469,48.900002,165,0.2,1462,2.0999999,7901,11.2,5520,7.8000002,42749,62.400002,25794,37.599998,38182,28249,13008,4576,1421,5250,970,74.220001,610,3850,260,88.809998,321,212,533,94.690002,7323,0.30000001,1.7,10,6.6999998,3,10,10,4.1999998,8.3999996,1.7,0.5,1.7,4.1999998,3.3,3.3,11.7,13.4,4.1999998,29940,3965,25975,25000,17545,-3.7,20768,1.5,11015.082,3.9220011
E14000617,Cambridge,East,114740,58631,51.099998,56109,48.900002,99045,86.300003,15695,13.7,31.700001,6223,5.4000001,2917,2.5,1718,1.5,4510,3.9000001,969,0.80000001,2213,1.9,6291,5.5,17050,14.9,12708,11.1,25778,22.5,16655,14.5,4530,3.9000001,6257,5.5,4495,3.9000001,1500,1.3,926,0.80000001,35.299999,31,11844,6848,8475,1885,16869,46063,6419,14204,9624,4203,6367,80810,70.400002,1069,0.89999998,12378,10.8,20483,17.9,94748,82.599998,3685,3.2,12471,10.9,1967,1.7,1869,1.6,60430,52.700001,50916,44.400002,1473,1.3,1793,1.6,806,0.69999999,4582,4,205,0.2,655,0.60000002,43902,38.299999,10408,9.1000004,91394,10942,6665,,1567,220,52651,53.5,32681,33.200001,301,0.30000001,1737,1.8,6612,6.6999998,4421,4.5,42010,50.599998,40962,49.400002,62611,36714,11169,3332,914,3080,750,73.059998,550,3290,110,88.800003,133,97,234,99.970001,6859,0,0.69999999,1.8,1.5,1,1.5,10.9,1.8,7.1999998,9.6999998,1.5,1.8,14.5,7.1999998,4.1999998,24.1,6,5.4000001,82836,8156,74680,42000,,,31914,2.2,20637.35,6.8129425
E14000842,Cambridgeshire North East,East,112376,55280,49.200001,57096,50.799999,110903,98.699997,1473,1.3,1.6,6317,5.5999999,3520,3.0999999,2348,2.0999999,6486,5.8000002,1394,1.2,2802,2.5,2362,2.0999999,6306,5.5999999,6656,5.9000001,21483,19.1,22767,20.299999,7742,6.9000001,11608,10.3,7670,6.8000002,1929,1.7,986,0.89999998,41.799999,42,27886,14391,15636,3792,9770,14664,6172,4712,8843,9110,10460,102819,91.5,434,0.40000001,6014,5.4000001,3109,2.8,109217,97.199997,1103,1,1277,1.1,576,0.5,203,0.2,75380,67.099998,73769,65.599998,222,0.2,228,0.2,123,0.1,478,0.40000001,134,0.1,426,0.40000001,28864,25.700001,8132,7.1999998,102669,1407,2511,,1728,256,25999,28.200001,46691,50.599998,216,0.2,2566,2.8,9286,10.1,7553,8.1999998,58084,63.900002,32772,36.099998,45323,42354,18033,5214,1452,5210,1240,75.139999,530,4440,230,87.699997,247,160,405,88.620003,7343,1,2,17.200001,6.4000001,2.3,7.0999999,10,7.0999999,5,1.1,0.89999998,1.1,3.5999999,11.4,3.5999999,8.6000004,10,2.9000001,34977,4671,30306,39000,21535,-1.4,24927,-1.9,13212.83,4.4819088
E14000855,Cambridgeshire North West,East,125061,61920,49.5,63141,50.5,123894,99.099998,1167,0.89999998,1.7,8177,6.5,4635,3.7,3017,2.4000001,7744,6.1999998,1634,1.3,3134,2.5,2686,2.0999999,7250,5.8000002,8593,6.9000001,27108,21.700001,25460,20.4,7664,6.0999999,9855,7.9000001,5884,4.6999998,1463,1.2,757,0.60000002,38.5,39,19942,15070,17550,3793,12730,25484,5285,9296,13055,8553,8617,111805,89.400002,633,0.5,6150,4.9000001,6473,5.1999998,117212,93.699997,2306,1.8,3306,2.5999999,1807,1.4,430,0.30000001,81546,65.199997,77871,62.299999,295,0.2,827,0.69999999,98,0.1,1619,1.3,391,0.30000001,445,0.40000001,34834,27.9,8681,6.9000001,113539,2443,2662,,1194,202,29757,29.799999,51465,51.5,200,0.2,2893,2.9000001,9669,9.6999998,5870,5.9000001,63770,64.599998,34925,35.400002,60676,44250,14826,4195,1114,4300,1190,70.529999,530,3980,130,85.699997,243,199,447,89.559998,7067,0,1.4,7.8000002,5.8000002,1.8,9.6999998,11.7,3.9000001,5.8000002,7.8000002,4.9000001,1.8,5.8000002,11.7,3.4000001,6.8000002,7.8000002,4.4000001,51417,5048,46369,54000,25597,9,29230,8.1999998,18651.496,6.1168289
E14000934,Cambridgeshire South,East,109807,54124,49.299999,55683,50.700001,107926,98.300003,1881,1.7,1.7,6860,6.1999998,4012,3.7,2674,2.4000001,6737,6.0999999,1423,1.3,2773,2.5,2438,2.2,5483,5,5675,5.1999998,23241,21.200001,22904,20.9,7169,6.5,9753,8.8999996,6123,5.5999999,1678,1.5,864,0.80000001,40.099998,41,12784,9367,12244,3182,10282,36791,3451,12883,9242,5656,4293,96723,88.099998,678,0.60000002,4190,3.8,8216,7.5,101993,92.900002,1927,1.8,4468,4.0999999,875,0.80000001,544,0.5,67926,61.900002,64336,58.599998,578,0.5,924,0.80000001,330,0.30000001,1184,1.1,149,0.1,425,0.40000001,33031,30.1,8850,8.1000004,100520,3252,1581,,361,78,24632,28,49344,56,230,0.30000001,1825,2.0999999,6752,7.6999998,5318,6,58143,67.400002,28082,32.599998,58306,36500,11466,2749,786,2570,410,71.980003,230,1980,70,92.93,68,76,140,93.599998,3848,0.1,0.5,7.0999999,4.6999998,1.4,3.5,4.6999998,1.4,5.5,3.9000001,0.40000001,0.69999999,20.5,5.5,1.3,9.3999996,26.700001,2.8,63554,17379,46176,45000,28563,8,38062,6.0999999,26793.912,8.6331835
E14000937,Cambridgeshire South East,East,114779,56993,49.700001,57786,50.299999,113240,98.699997,1539,1.3,1.5,7330,6.4000001,4207,3.7,2595,2.3,6716,5.9000001,1434,1.2,2842,2.5,2193,1.9,5848,5.0999999,6877,6,25083,21.9,23141,20.200001,7373,6.4000001,10033,8.6999998,6471,5.5999999,1753,1.5,883,0.80000001,40,40,16990,11060,13812,3909,10345,31763,4618,11488,10012,7275,5693,101954,88.800003,622,0.5,4674,4.0999999,7529,6.5999999,108338,94.400002,1836,1.6,3232,2.8,950,0.80000001,423,0.40000001,72158,62.900002,69441,60.5,467,0.40000001,578,0.5,203,0.2,881,0.80000001,141,0.1,447,0.40000001,33194,28.9,9427,8.1999998,104923,2608,1925,,745,123,26104,28.200001,50591,54.700001,231,0.2,2148,2.3,7551,8.1999998,5872,6.3000002,61266,67.300003,29807,32.700001,57995,39708,13036,3181,859,3110,560,71.449997,330,2350,140,89.75,116,85,193,94.629997,5025,0.1,1.5,14.6,5.5,2.7,3.5999999,6.4000001,4.5999999,5.5,6.4000001,1.6,0.89999998,16.4,8.1999998,1.5,8.1999998,9.1000004,4.5999999,54859,6100,48759,47000,26573,1.5,34400,-12.2,24364.576,7.8705249
E14000618,Cannock Chase,West Midlands,97462,48126,49.400002,49336,50.599998,96791,99.300003,671,0.69999999,12.4,5871,6,3319,3.4000001,2086,2.0999999,5861,6,1298,1.3,2573,2.5999999,2373,2.4000001,5893,6,6129,6.3000002,20369,20.9,19924,20.4,6109,6.3000002,8904,9.1000004,4966,5.0999999,1227,1.3,560,0.60000002,39.599998,40,22278,12884,14034,2861,10021,13606,3343,4400,8448,8631,8833,95033,97.5,290,0.30000001,975,1,1164,1.2,95256,97.699997,867,0.89999998,982,1,280,0.30000001,77,0.1,68471,70.300003,67392,69.099998,166,0.2,128,0.1,9,0,219,0.2,274,0.30000001,283,0.30000001,23066,23.700001,5925,6.0999999,92954,365,392,,211,20,24686,31.200001,39036,49.400002,121,0.2,1930,2.4000001,7562,9.6000004,5692,7.1999998,49631,63.299999,28763,36.700001,42634,34133,14091,5121,1483,5190,1200,72.629997,480,3720,270,87.080002,314,202,520,77.470001,6188,0.1,1.3,13.2,10.6,2.5999999,10.6,13.2,9.3000002,7.9000001,1.9,1.1,0.69999999,4,6,2.4000001,6.5999999,7.9000001,3.3,37743,4502,33240,32000,22638,4.1999998,25225,8.8999996,15645.27,5.2718906
E14000619,Canterbury,South East,109280,52508,48,56772,52,101627,93,7653,7,4.4000001,5154,4.6999998,3096,2.8,1991,1.8,5796,5.3000002,1226,1.1,2589,2.4000001,6968,6.4000001,14135,12.9,6596,6,17374,15.9,18577,17,6498,5.9000001,9729,8.8999996,6498,5.9000001,1975,1.8,1078,1,39,36,16463,9773,12414,2705,18295,27330,5037,8261,11063,5291,5755,94759,86.699997,712,0.69999999,5086,4.6999998,8723,8,99934,91.400002,2118,1.9,4627,4.1999998,1781,1.6,820,0.80000001,68446,62.599998,64078,58.599998,758,0.69999999,921,0.80000001,212,0.2,1684,1.5,208,0.2,585,0.5,32279,29.5,8555,7.8000002,98944,3930,2678,,562,80,39138,42.5,37235,40.5,241,0.30000001,1913,2.0999999,7225,7.9000001,6265,6.8000002,45399,53.5,39391,46.5,53004,37450,13686,4013,1127,4200,900,73.589996,640,3030,180,85.860001,251,154,402,97.790001,6162,0.2,0.60000002,2.8,2.8,2.4000001,3.3,13.2,1.9,9.3999996,2.8,1.1,1.5,5.6999998,5.6999998,3.8,22.6,15.1,5.6999998,53040,8905,44135,36000,23427,-1.9,30750,-1.7,19880.73,6.5459666
W07000050,Cardiff Central,Wales,88097,44424,50.400002,43673,49.599998,81584,92.599998,6513,7.4000001,52.5,4290,4.9000001,2105,2.4000001,1329,1.5,3534,4,710,0.80000001,1557,1.8,5870,6.6999998,20372,23.1,9057,10.3,15268,17.299999,11457,13,3388,3.8,4598,5.1999998,3144,3.5999999,914,1,504,0.60000002,33.5,27,10473,6176,8357,1410,19754,25472,4487,6485,11713,3230,6104,71423,81.099998,637,0.69999999,4116,4.6999998,11921,13.5,71092,80.699997,2534,2.9000001,10188,11.6,1810,2.0999999,2473,2.8,51470,58.400002,40408,45.900002,614,0.69999999,1396,1.6,445,0.5,7709,8.8000002,419,0.5,479,0.5,30758,34.900002,5869,6.6999998,75079,4210,4199,,1583,337,44920,59,22005,28.9,128,0.2,1196,1.6,4539,6,3341,4.4000001,27961,40.099998,41686,59.900002,46536,27978,9101,3452,1030,3050,870,70.230003,1050,3460,160,87.589996,308,261,566,100.74,6189,0,0.30000001,1.4,1.2,1.1,0.89999998,13.7,1.2,12.2,2.7,9.1000004,1.5,9.1000004,12.2,7.5999999,13.7,6.0999999,5.3000002,65811,9291,56520,25000,,,27096,-0.69999999,1056.7584,5.9489541
W07000051,Cardiff North,Wales,88114,42283,48,45831,52,85119,96.599998,2995,3.4000001,20.700001,5325,6,2853,3.2,1763,2,4907,5.5999999,1097,1.2,2143,2.4000001,3643,4.0999999,6247,7.0999999,5620,6.4000001,17366,19.700001,17556,19.9,5025,5.6999998,6864,7.8000002,5323,6,1671,1.9,711,0.80000001,39.5,39,12158,7638,10247,2460,9975,26959,2732,8571,9329,3887,4219,80543,91.400002,422,0.5,1909,2.2,5240,5.9000001,80075,90.900002,1740,2,4479,5.0999999,740,0.80000001,1080,1.2,56464,64.099998,51822,58.799999,319,0.40000001,1055,1.2,164,0.2,2651,3,145,0.2,308,0.30000001,25616,29.1,6034,6.8000002,81242,1700,1321,,548,116,25636,35.5,34517,47.799999,123,0.2,1198,1.7,5678,7.9000001,5017,7,41141,59.5,28056,40.5,46344,26745,10323,3580,1122,3410,610,71.470001,580,2610,170,86.669998,195,130,324,97.709999,4020,0,3.5999999,5.0999999,4.0999999,1,1.6,10.2,0.89999998,4.0999999,1.8,4.0999999,0.80000001,5.0999999,6.0999999,10.2,9.1999998,28.6,3.0999999,48911,18667,30243,29000,,,31328,5.1999998,1482.4572,8.182848
W07000080,Cardiff South & Penarth,Wales,107455,52761,49.099998,54694,50.900002,106186,98.800003,1269,1.2,23.4,7836,7.3000002,3776,3.5,2317,2.2,6314,5.9000001,1389,1.3,2596,2.4000001,2779,2.5999999,7714,7.1999998,10258,9.5,23502,21.9,19352,18,5047,4.6999998,7280,6.8000002,5081,4.6999998,1507,1.4,707,0.69999999,36.900002,34,21976,10746,11917,2630,8930,25223,4401,8395,11885,6239,10534,93223,86.800003,580,0.5,3422,3.2,10230,9.5,89562,83.300003,3565,3.3,7806,7.3000002,4169,3.9000001,2353,2.2,66195,61.599998,54749,51,497,0.5,1418,1.3,98,0.1,8700,8.1000004,336,0.30000001,397,0.40000001,33116,30.799999,8144,7.5999999,94098,3308,3095,,1770,429,35539,41.400002,33684,39.200001,215,0.30000001,2376,2.8,8299,9.6999998,5710,6.6999998,43624,51.599998,40946,48.400002,51672,33372,14194,6033,2184,6060,1960,73.040001,1510,5960,280,86.75,419,313,729,94.389999,11307,0,4.4000001,7.3000002,4.4000001,2.9000001,4.4000001,6.5999999,5.8000002,4.4000001,2.9000001,5.8000002,1.5,8.8000002,13.2,6.5999999,6.5999999,10.2,5.0999999,68430,13097,55333,37000,21967,5.4000001,26772,9.6999998,856.97388,5.0277748
W07000079,Cardiff West,Wales,91027,44253,48.599998,46774,51.400002,89814,98.699997,1213,1.3,17.9,6456,7.0999999,3324,3.7,2063,2.3,5486,6,1154,1.3,2264,2.5,2321,2.5,5769,6.3000002,7068,7.8000002,19411,21.299999,17711,19.5,4982,5.5,6834,7.5,4331,4.8000002,1256,1.4,597,0.69999999,37.900002,37,18307,8833,9957,2253,6973,22897,3324,7406,9135,5034,8510,81707,89.800003,579,0.60000002,2400,2.5999999,6341,7,79608,87.5,2583,2.8,6176,6.8000002,1592,1.7,1068,1.2,54900,60.299999,47778,52.5,383,0.40000001,1007,1.1,129,0.1,4832,5.3000002,442,0.5,329,0.40000001,29239,32.099998,6888,7.5999999,81428,2275,1972,,1085,244,28376,39.099998,30258,41.700001,214,0.30000001,1857,2.5999999,7007,9.6999998,4832,6.6999998,38213,53.599998,33137,46.400002,44122,28071,12251,4931,1652,4930,1660,72.129997,1230,5230,230,87.139999,381,239,620,95.599998,9186,0,0.40000001,4.4000001,3.5,1.1,5.3000002,8.8999996,2.8,6.1999998,3.5,1.1,1.2,6.1999998,8.8999996,3.2,17.700001,17.700001,7.0999999,28244,8065,20179,33000,,,26887,-0.2,924.41223,5.3373723
E14000620,Carlisle,North West,85979,41819,48.599998,44160,51.400002,84806,98.599998,1173,1.4,4.0999999,5130,6,2758,3.2,1604,1.9,4471,5.1999998,934,1.1,1992,2.3,2450,2.8,5610,6.5,5816,6.8000002,16863,19.6,17485,20.299999,5537,6.4000001,7862,9.1000004,5339,6.1999998,1409,1.6,719,0.80000001,40.700001,41,18222,10766,11565,3308,9093,14866,3262,4087,7782,6871,9783,81423,94.699997,240,0.30000001,2350,2.7,1966,2.3,84163,97.900002,450,0.5,1154,1.3,116,0.1,96,0.1,59842,69.599998,58726,68.300003,228,0.30000001,224,0.30000001,13,0,423,0.5,19,0,209,0.2,20342,23.700001,5795,6.6999998,80237,925,1062,,509,85,24099,33.900002,32200,45.299999,127,0.2,1869,2.5999999,7004,9.8999996,5783,8.1000004,40105,57.299999,29859,42.700001,38542,30080,12052,4087,1218,3880,780,73.75,390,4070,150,85.870003,570,382,946,77.760002,5848,0.1,0.69999999,11.2,3.9000001,3.4000001,2.8,13.5,5.5999999,7.9000001,1.8,1.1,2,3.9000001,7.9000001,5,6.6999998,20.200001,5,44577,10366,34210,31000,18220,-5.6999998,19785,-6.5999999,14730.745,5.0429525
W07000067,Carmarthen East & Dinefwr,Wales,71046,34898,49.099998,36148,50.900002,70062,98.599998,984,1.4,0.5,3655,5.0999999,2124,3,1488,2.0999999,4098,5.8000002,987,1.4,1805,2.5,1544,2.2,3526,5,3214,4.5,11678,16.4,15390,21.700001,5657,8,8754,12.3,5074,7.0999999,1350,1.9,702,1,43.599998,46,15383,7343,9599,2357,6323,15198,2491,3720,5498,5708,5238,68762,96.800003,244,0.30000001,923,1.3,1117,1.6,70056,98.599998,365,0.5,438,0.60000002,104,0.1,83,0.1,45323,63.799999,44395,62.5,156,0.2,111,0.2,32,0,172,0.2,28,0,429,0.60000002,19706,27.700001,6017,8.5,68100,328,276,,162,46,16063,27.4,30439,51.900002,103,0.2,1134,1.9,5611,9.6000004,5344,9.1000004,35579,61.599998,22173,38.400002,31639,21873,11739,4301,1494,3930,610,70.209999,590,3220,190,87.110001,190,124,317,74.239998,4088,0.69999999,2.4000001,15.8,6.5999999,2.5999999,3.7,11.9,4.1999998,6.5999999,0.69999999,0.69999999,1.1,4.8000002,3.2,7.9000001,11.9,13.2,4.1999998,18929,3908,15021,23000,21321,2.5,24361,0.80000001,972.11969,5.5451536
